# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,
#,,,,,,,,
pl_name,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_gaiamag
Kepler-452 b,384.843,,5757,1.11,1.04,4.32,551.727,13.4048
Kepler-453 b,240.503,16,5527,0.83,0.94,4.57,442.846,13.5227
Kepler-454 b,10.5737534,5.4,5687,1.07,1.03,,230.869,11.4395
Kepler-454 c,524.19,1433.40612,5687,1.07,1.03,,230.869,11.4395
Kepler-454 d,4073,734.18362,5687,1.07,1.03,,230.869,11.4395
Kepler-457 d,10.6906004,,6474,1.24,1.15,4.31,1072.3,14.2165
Kepler-458 c,20.74028413,,6117.21,2.22,1.15,3.81,1594.74,13.9075
Kepler-46 b,33.60134,1907,5155,0.94,0.9,4.45,777.06,15.2548
Kepler-46 c,57.011,119.499,5155,0.94,0.9,4.45,777.06,15.2548
Kepler-46 d,6.766589,,5309,0.79,,4.58,777.06,15.2548
Kepler-460 c,220.1303357,,6146,1.26,1.17,4.3,1274.01,13.7506
Kepler-461 b,8.31378306,,5634,0.91,0.98,4.51,692.158,13.3335
Kepler-462 b,84.6866,53.9,7500,1.57,1.59,4.22,596.625,11.6145
Kepler-462 c,207.62,6,7500,1.57,1.59,4.22,596.625,11.6145
Kepler-463 b,8.98101683,,5661,0.9,0.87,4.47,394.804,12.86
Kepler-464 b,7.25696522,,5933,1.59,1.21,4.11,667.604,12.6717
Kepler-465 b,9.94067247,,6310,1.29,1.23,4.31,553.077,12.5914
Kepler-466 b,51.07926307,,5927,1.05,1.04,4.42,530.122,12.7632
Kepler-466 c,3.70921385,,5927,1.05,1.04,4.42,530.122,12.7632
Kepler-467 b,24.99324193,,5809,1.37,1.05,4.18,466.265,12.359
Kepler-468 b,38.47875707,,5498,0.87,0.96,4.54,442.871,13.7299
Kepler-47 b,49.4643,2.07,,0.94,0.96,,1025.02,15.1626
Kepler-47 c,303.227,3.17,,0.94,0.96,,1025.02,15.1626
Kepler-47 d,187.366,19.02,,0.94,0.96,,1025.02,15.1626
Kepler-470 b,24.66919569,,6613,1.66,1.4,4.14,929.811,13.161
Kepler-471 b,5.01423457,,6733,1.8,1.49,4.1,1249.41,13.7887
Kepler-472 b,4.17625551,,4996,0.78,0.85,4.59,306.602,13.6698
Kepler-473 b,14.55731705,,5816,1.34,1.06,4.21,905.937,13.3691
Kepler-474 b,5.66067294,,5785,1.08,0.99,4.36,841.496,13.4689
Kepler-475 b,3.10550819,,5009,0.79,0.86,4.58,280.069,13.3163
Kepler-476 b,14.00640607,,5837,1.09,1.03,4.38,813.535,13.8596
Kepler-477 b,11.11990653,,5240,0.79,0.87,4.58,,
Kepler-478 b,13.2217576,,5210,0.8,0.85,4.56,,13.9672
Kepler-479 b,12.49341307,,5247,0.81,0.86,4.56,344.901,13.544
Kepler-48 b,4.778,3.94,5194,0.89,0.88,4.49,306.738,13.0772
Kepler-48 c,9.67395,14.61,5194,0.89,0.88,4.49,306.738,13.0772
Kepler-48 d,42.8961,7.93,5194,0.89,0.88,4.49,306.738,13.0772
Kepler-48 e,982,657,5194,0.89,0.88,4.49,306.738,13.0772
Kepler-480 b,4.9195838,,6322,1.34,1.25,4.28,847.508,13.2113
Kepler-481 b,10.06082567,,5802,1.09,1.01,4.36,813.724,13.8151
Kepler-482 b,56.35418576,,4871,0.72,0.75,4.6,313.068,13.7621
Kepler-483 b,30.229104,,6346,1.47,1.28,4.21,860.355,13.3892
Kepler-484 b,10.04556931,,5668,0.87,0.96,4.54,382.136,13.0002
Kepler-485 b,3.2432598,,5958,1.09,1.07,4.39,1140.95,14.8981
Kepler-487 b,15.3587684,,5444,0.88,0.91,4.51,872.343,15.0647
Kepler-487 c,38.6519976,,5444,0.88,0.91,4.51,872.343,15.0647
Kepler-487 d,2.41839004,,5422,0.89,0.87,4.48,872.343,15.0647
Kepler-488 b,3.12082923,,5970,1.09,1.07,4.39,1145.28,14.7515
Kepler-489 b,17.27629612,,5014,0.76,0.82,4.59,369.645,14.0178
Kepler-49 b,7.2037945,,3974,0.53,0.55,4.73,311.222,15.2293
Kepler-49 c,10.9129343,,3974,0.53,0.55,4.73,311.222,15.2293
Kepler-49 d,2.576549,,4252,0.56,,4.73,311.222,15.2293
Kepler-49 e,18.596108,,4252,0.56,,4.73,311.222,15.2293
Kepler-490 b,3.26869515,,6045,1.12,1.08,4.37,1523,14.8173
Kepler-491 b,4.22538451,,5582,1.03,1.04,4.42,630.785,13.9616
Kepler-493 b,3.00387658,,6457,1.54,1.36,4.19,1745.77,15.0352
Kepler-494 b,8.02511821,,6007,1.26,1.1,4.28,750.177,14.1219
Kepler-495 b,3.41303622,,5346,0.83,0.86,4.55,658.924,14.6074
Kepler-495 c,5.89660978,,5392,1.09,0.89,4.31,658.924,14.6074
Kepler-496 b,8.30864937,,5293,0.82,0.86,4.55,605.274,14.796
Kepler-497 b,3.57320367,,5834,1.11,1.09,4.39,1291.98,15.0987
Kepler-498 b,9.61375356,,5744,0.96,0.98,4.47,938.844,14.2463
Kepler-499 b,5.63252845,,5312,0.83,0.87,4.55,556.726,14.349
Kepler-5 b,3.5484657,670.93913,6297,1.79,1.37,3.96,899.777,13.2263
Kepler-50 b,7.81254,,6225,1.58,1.24,4.13,250.11,10.3621
Kepler-50 c,9.37647,,6225,1.58,1.24,4.13,250.11,10.3621
Kepler-500 b,8.5083244,,5813,1.03,1.02,4.42,807.48,14.1736
Kepler-501 b,5.64067757,,5904,1.04,1.03,4.42,1125.24,14.7303
Kepler-501 c,3.62276006,,5794,1.22,1.03,4.28,1125.24,14.7303
Kepler-502 b,4.28686431,,6125,1.22,1.15,4.33,1591.04,14.9719
Kepler-504 b,9.54927542,,3519,0.33,0.33,4.94,99.0688,14.4582
Kepler-505 b,27.52197994,,3931,0.53,0.55,4.73,283.41,15.115
Kepler-506 b,6.8834055,,6236,1.19,1.19,4.36,228.439,10.7836
Kepler-507 b,3.56809693,,6113,1.32,1.16,4.26,391.644,11.9224
Kepler-508 b,25.30889748,,6025,1.25,1.16,4.3,324.618,11.6039
Kepler-509 b,41.74600392,,6060,1.2,1.1,4.32,332.443,11.7836
Kepler-51 b,45.154,2.1,6018,0.94,1.04,4.51,783.831,14.6777
Kepler-51 c,85.312,4,6018,0.94,1.04,4.51,783.831,14.6777
Kepler-51 d,130.194,7.6,6018,0.94,1.04,4.51,783.831,14.6777
Kepler-510 b,19.55659418,,5746,1.41,0.91,4.09,386.177,11.9222
Kepler-511 b,296.637865,,5770,1.2,1,4.28,651.999,12.5832
Kepler-511 c,26.62949944,,5866,1.42,0.96,4.12,651.999,12.5832
Kepler-512 b,34.43587975,,5997,1.3,1.17,4.28,467.375,12.6135
Kepler-513 b,28.86235584,,5849,1.06,1.02,4.39,468.258,12.8822
Kepler-514 b,5.65179605,,6106,1.44,1.28,4.23,455.336,12.1325
Kepler-515 b,19.96371318,,5293,0.83,0.9,4.55,,
Kepler-516 b,24.85462415,,7099,2.02,1.62,4.04,687.094,11.9642
Kepler-517 b,60.92832271,,5690,0.98,0.95,4.43,289.907,12.1297
Kepler-518 b,8.51203588,,5842,0.88,0.96,4.53,337.901,12.5097
Kepler-519 b,24.3078946,,5260,0.8,0.89,4.58,246.61,12.6181
Kepler-52 b,7.8773565,135,4075,0.52,0.54,4.74,321.542,15.0589
Kepler-52 c,16.3850021,45.4,4075,0.52,0.54,4.74,321.542,15.0589
Kepler-52 d,36.445171,,4263,0.56,,4.73,321.542,15.0589
Kepler-520 b,19.67416124,,6112,1.09,1.1,4.41,623.901,12.7602
Kepler-520 c,5.21104261,,6112,1.09,1.1,4.41,623.901,12.7602
Kepler-521 b,22.20813214,,6406,1.46,1.34,4.24,830.638,12.8908
Kepler-522 b,38.58422849,,6392,1.98,1.54,4.04,639.239,12.1457
Kepler-523 b,5.83598311,,5515,0.86,0.93,4.54,253.295,12.481
Kepler-524 b,7.97419807,,6014,1.1,1.09,4.39,1058.24,13.8868
Kepler-524 c,1.88897906,,6014,1.1,1.09,4.39,1058.24,13.8868
Kepler-525 b,18.68404933,,5573,1.15,0.95,4.29,992.852,13.4906
Kepler-526 b,5.45849832,,5894,1.14,1.15,4.38,666.146,13.0384
Kepler-527 b,13.28535633,,6388,1.45,1.28,4.22,750.04,13.334
Kepler-528 b,19.78297415,,5807,1.06,1.01,4.39,784.23,13.9033
Kepler-529 b,1.98035766,,6087,1.14,1.07,4.35,799.008,13.7399
Kepler-529 c,12.8345022,,6087,1.14,1.07,4.35,799.008,13.7399
Kepler-529 d,35.86619949,,6078,1.19,1,4.29,799.008,13.7399
Kepler-53 b,18.6489525,111,5858,0.89,0.98,4.53,1366.07,15.3877
Kepler-53 c,38.5583038,36,5858,0.89,0.98,4.53,1366.07,15.3877
Kepler-53 d,9.751962,,6085,0.96,,4.5,1366.07,15.3877
Kepler-530 b,39.30941904,,5697,0.89,0.97,4.53,457.709,13.3949
Kepler-531 b,29.88485741,,4893,0.75,0.78,4.58,252.762,13.2923
Kepler-532 b,12.92491623,,5192,0.79,0.87,4.58,312.798,13.5036
Kepler-533 b,28.51120525,,4758,0.72,0.78,4.61,302.955,13.9246
Kepler-534 b,15.95994513,,5884,0.98,1.05,4.48,570.659,13.231
Kepler-534 c,7.37868977,,5936,0.96,1.07,4.5,570.659,13.231
Kepler-535 b,4.90332155,,6123,1.27,1.18,4.3,685.599,13.1197
Kepler-536 b,1.8270823,,5524,0.89,0.92,4.51,462.322,13.7823
Kepler-537 b,3.24755522,,5763,0.99,1.07,4.47,439.4,13.0657
Kepler-538 b,81.73778,12.9,5534,0.87,0.89,,155.956,11.1647
Kepler-539 b,125.63243,308.2951,5820,0.95,1.05,4.5,307.318,12.379
Kepler-539 c,1000,762.792,5820,0.95,1.05,4.5,307.318,12.379
Kepler-54 b,8.0109434,,3705,0.5,0.51,4.75,271.701,15.8133
Kepler-54 c,12.0717249,,3705,0.5,0.51,4.75,271.701,15.8133
Kepler-54 d,20.995694,,4252,0.55,,4.73,271.701,15.8133
Kepler-540 b,172.7049784,,5946,1.08,1.02,4.38,390.374,12.1868
Kepler-541 b,5.08005848,,6166,2.06,1.41,3.96,1060.68,13.228
Kepler-542 b,13.14497566,,5526,0.9,0.93,4.5,436.016,13.4161
Kepler-543 b,13.89961966,,4671,0.67,0.7,4.63,221.802,13.3744
Kepler-544 b,21.41616926,,6206,1.22,1.16,4.33,963.18,13.5408
Kepler-545 b,13.24934059,,5882,1.07,1.04,4.39,818.001,14.105
Kepler-546 b,4.14702026,,5967,1.15,1.11,4.36,1019.65,14.251
Kepler-547 b,6.01038429,,4828,0.73,0.78,4.61,378.972,14.207
Kepler-548 b,4.45419434,,5535,0.9,0.93,4.5,751.776,14.9844
Kepler-549 b,42.9495649,,5360,0.84,0.88,4.54,635.145,14.6226
Kepler-549 c,117.040498,,5360,0.84,0.88,4.54,635.145,14.6226
Kepler-549 d,24.61480613,,5312,0.99,0.86,4.38,635.145,14.6226
Kepler-55 b,27.9481449,,4362,0.58,0.62,4.7,578.796,15.7813
Kepler-55 c,42.1516418,,4362,0.58,0.62,4.7,578.796,15.7813
Kepler-55 d,2.211099,,4503,0.62,,4.68,578.796,15.7813
Kepler-55 e,4.617534,,4503,0.62,,4.68,578.796,15.7813
Kepler-55 f,10.198545,,4503,0.62,,4.68,578.796,15.7813
Kepler-550 b,8.60010411,,5322,0.83,0.87,4.55,531.944,14.4716
Kepler-551 b,12.3764661,,4286,0.63,0.65,4.66,311.175,14.8603
Kepler-552 b,5.26341577,,5863,1.04,1.03,4.42,843.689,14.2624
Kepler-553 b,4.03046804,,5266,0.85,0.92,4.55,728.525,14.9567
Kepler-553 c,328.2399546,,5266,0.85,0.92,4.55,728.525,14.9567
Kepler-554 b,1.90220856,,5447,0.92,0.93,4.49,690.525,14.2961
Kepler-555 b,16.21775407,,5894,1.04,1.03,4.42,973.121,14.161
Kepler-556 b,11.72292176,,5740,0.98,1,4.46,674.598,14.1247
Kepler-557 b,3.70598955,,6068,1.16,1.11,4.35,2097.12,14.6387
Kepler-558 b,29.00790538,,5242,0.81,0.85,4.56,661.876,14.9538
Kepler-559 b,17.58752333,,5630,0.95,0.96,4.47,776.708,14.7424
Kepler-56 b,10.5016,22.1,4840,4.23,1.32,3.31,912.994,12.4298
Kepler-56 c,21.40239,181,4840,4.23,1.32,3.31,912.994,12.4298
Kepler-56 d,1002,1784,4819.44,4.22,,,912.994,12.4298
Kepler-560 b,18.47764449,,3556,0.33,0.34,4.94,109.308,14.7511
Kepler-561 b,58.3620495,,5646,0.94,0.96,4.48,621.378,14.3316
Kepler-561 c,5.35016198,,5646,0.94,0.96,4.48,621.378,14.3316
Kepler-562 b,18.00931444,,5575,0.9,0.93,4.5,992.769,14.7427
Kepler-563 b,22.18432708,,5066,0.77,0.8,4.58,565.207,14.7389
Kepler-564 b,3.75083228,,5626,0.92,0.95,4.49,863.037,14.7194
Kepler-565 b,4.24374723,,5735,0.95,0.98,4.47,,
Kepler-566 b,18.42794624,,5132,0.79,0.83,4.57,564.277,14.9644
Kepler-567 b,16.54297375,,5148,0.79,0.84,4.57,558.81,14.6694
Kepler-568 b,11.02347475,,3768,0.53,0.55,4.73,130.645,14.2513
Kepler-569 b,34.18890521,,5616,0.93,0.95,4.48,638.301,14.0822
Kepler-57 b,5.7293196,115,5145,0.73,0.83,4.63,644.14,14.7738
Kepler-57 c,11.6092567,9.1,5145,0.73,0.83,4.63,644.14,14.7738
Kepler-570 b,4.301662,,5496,0.9,0.93,4.5,568.148,14.3288
Kepler-571 b,4.79859939,,5527,0.9,0.93,4.51,723.875,14.6536
Kepler-572 b,17.20523483,,5212,0.79,0.83,4.57,504.667,14.4853
Kepler-573 b,22.18329658,,5746,1.02,0.99,4.41,771.471,14.1359
Kepler-574 b,7.65880414,,5612,0.91,0.95,4.5,682.896,14.5392
Kepler-575 b,9.37891944,,5710,0.95,0.97,4.47,853.977,14.7124
Kepler-576 b,29.91136794,,5672,0.97,0.99,4.46,617.55,14.382
Kepler-577 b,25.69578251,,4984,0.73,0.78,4.61,524.247,14.9368
Kepler-578 b,1.6168837,,5334,0.83,0.87,4.54,541.432,14.4107
Kepler-579 b,9.66857723,,5636,0.96,0.99,4.47,530.765,14.2462
Kepler-58 b,10.2184954,35.5,5843,1.03,0.95,4.39,969.252,14.8663
Kepler-58 c,15.5741568,53,5843,1.03,0.95,4.39,969.252,14.8663
Kepler-58 d,40.101371,,6099,1.13,,4.37,969.252,14.8663
Kepler-58 e,4.45814897,,6100,1.08,1.02,4.38,969.252,14.8663
Kepler-580 b,8.22241966,,4298,0.64,0.67,4.66,323.899,14.9505
Kepler-581 b,40.6069821,,5772,1,1,4.44,703.758,14.5302
Kepler-582 b,18.49235668,,5564,0.91,0.93,4.49,613.179,14.9129
Kepler-583 b,6.5100253,,5523,0.91,0.94,4.5,867.271,14.7985
Kepler-584 b,35.1810304,,6195,1.24,1.17,4.31,1848.84,14.8141
Kepler-585 b,2.75235975,,5593,0.93,0.96,4.49,585.187,14.0171
Kepler-586 b,2.10472218,,5575,0.92,0.94,4.5,693.766,14.4125
Kepler-587 b,10.94027841,,5549,0.89,0.92,4.51,787.894,14.8658
Kepler-588 b,4.22162536,,5835,1,1.01,4.44,1209.4,14.6813
Kepler-589 b,16.54964934,,5296,0.83,0.88,4.55,612.803,14.6611
Kepler-589 c,3.52466011,,5372,0.92,0.83,4.43,612.803,14.6611
Kepler-59 b,11.8681707,,6074,0.94,1.04,4.51,1163.22,14.2786
Kepler-59 c,17.9801235,,6074,0.94,1.04,4.51,1163.22,14.2786
Kepler-590 b,5.85296257,,6000,1.15,1.1,4.35,1421.81,14.4165
Kepler-591 b,81.1694299,,5677,0.94,0.97,4.48,785.137,14.4607
Kepler-592 b,2.82019241,,5913,1.04,1.04,4.42,1153.13,14.6275
Kepler-593 b,21.21708973,,5967,1.1,1.08,4.39,973.76,14.4995
Kepler-594 b,13.64618192,,5485,0.87,0.91,4.52,769.2,14.7563
Kepler-595 b,25.3029092,17.4,,0.82,0.93,,643.009,14.7628
Kepler-595 c,12.38602,3.3,,0.82,0.93,,643.009,14.7628
Kepler-596 b,21.30022655,,6267,1.32,1.21,4.27,1023.85,14.0136
Kepler-597 b,13.02365861,,5683,0.95,0.97,4.47,663.418,14.0185
Kepler-598 b,3.70175428,,5307,0.86,0.87,4.51,681.086,14.7207
Kepler-598 c,86.4945,,5245,0.9,0.9,4.48,681.086,14.7207
Kepler-599 b,15.65562652,,5127,0.79,0.83,4.57,558.517,14.9483
Kepler-6 b,3.2346996,212.31044,5647,1.39,1.21,4.24,587.039,13.1714
Kepler-60 b,7.1334,4.19,5905,1.26,1.04,,1025.1,13.9132
Kepler-60 c,8.9187,3.85,5905,1.26,1.04,,1025.1,13.9132
Kepler-60 d,11.8981,4.16,5905,1.26,1.04,,1025.1,13.9132
Kepler-600 b,23.67517607,,5279,0.81,0.84,4.56,619.723,14.701
Kepler-601 b,5.37886844,,5160,0.79,0.85,4.57,414.825,14.0013
Kepler-602 b,15.28469497,,6062,1.13,1.08,4.37,1159.31,14.4779
Kepler-603 b,21.05358596,,5808,1.01,1.01,4.43,1539.63,14.8159
Kepler-603 c,127.9075774,,5808,1.01,1.01,4.43,1539.63,14.8159
Kepler-603 d,6.2171292,,5808,1.01,1.01,4.43,1539.63,14.8159
Kepler-604 b,25.85501786,,5890,1.03,1.02,4.42,1026.49,14.6798
Kepler-605 b,3.38353807,,5462,0.88,0.91,4.52,556.58,14.1363
Kepler-605 c,2.35895152,,5462,0.88,0.91,4.52,556.58,14.1363
Kepler-606 b,24.31575992,,6161,1.22,1.13,4.32,1215.11,14.6644
Kepler-607 b,0.6381632,,5196,0.8,0.84,4.56,519.122,14.3746
Kepler-607 c,39.67679977,,5244,0.89,0.81,4.45,519.122,14.3746
Kepler-608 b,6.41251504,,5820,1.01,1,4.43,946.683,14.657
Kepler-609 b,6.52121067,,5971,1.14,1.09,4.36,1065.82,14.8041
Kepler-61 b,59.87756,,4017,0.62,0.64,,335.079,15.0426
Kepler-610 b,6.99692655,,5943,1.13,1.1,4.37,845.824,14.7698
Kepler-610 c,151.86392,,5943,1.13,1.1,4.37,845.824,14.7698
Kepler-611 b,2.4370333,,5761,1.01,1.01,4.43,1395.56,14.5717
Kepler-612 b,3.72215641,,5693,0.96,0.98,4.46,1445.53,14.9103
Kepler-613 b,15.77979614,,5723,0.96,0.98,4.47,861.494,14.5892
Kepler-614 b,14.03491514,,5268,0.81,0.85,4.55,527.995,14.5441
Kepler-615 b,10.35584657,,4655,0.69,0.73,4.62,,14.3489
Kepler-616 b,9.99761851,,5753,0.97,0.98,4.46,945.775,14.9475
Kepler-616 c,90.4113556,,5753,0.97,0.98,4.46,945.775,14.9475
Kepler-616 d,51.06740189,,6004,0.98,1.06,4.48,945.775,14.9475
Kepler-617 b,1.68269615,,3712,0.48,0.51,4.77,173.354,14.8277
Kepler-618 b,3.59576964,,5860,1.08,1.05,4.39,1221.96,14.8038
Kepler-618 d,11.67894236,,6122,0.96,1.04,4.49,900.678,14.6704
Kepler-619 b,5.4042722,,5980,1.11,1.09,4.38,900.678,14.6704
Kepler-619 c,1.20846503,,5980,1.11,1.09,4.38,900.678,14.6704
Kepler-62 b,5.714932,9,4925,0.64,0.69,4.68,300.874,13.7197
Kepler-62 c,12.4417,4,4925,0.64,0.69,4.68,300.874,13.7197
Kepler-62 d,18.16406,14,4925,0.64,0.69,4.68,300.874,13.7197
Kepler-62 e,122.3874,36,4925,0.64,0.69,4.68,300.874,13.7197
Kepler-62 f,267.291,35,4925,0.64,0.69,4.68,300.874,13.7197
Kepler-620 b,12.91375431,,6155,1.22,1.15,4.33,1355.28,14.6381
Kepler-621 b,2.62811375,,4521,0.68,0.72,4.63,,14.8956
Kepler-622 b,14.28226676,,4201,0.61,0.64,4.67,284.761,14.6521
Kepler-623 b,9.07097734,,5443,0.86,0.9,4.53,737.702,14.9634
Kepler-624 b,14.58649607,,6117,1.18,1.1,4.33,748.188,13.4569
Kepler-625 b,7.75192492,,5789,0.96,1.04,4.49,760.708,13.2641
Kepler-625 c,4.1653651,,5789,0.96,1.04,4.49,760.708,13.2641
Kepler-626 b,14.48585199,,5813,1.05,1.01,4.4,635.643,13.9435
Kepler-627 b,40.6994443,,6424,1.49,1.3,4.21,984.307,13.949
Kepler-628 b,15.4580567,,5721,1.28,1,4.22,897.901,13.0557
Kepler-629 b,7.2385854,,5444,0.84,0.93,4.55,372.05,13.358
Kepler-63 b,9.4341505,120,5576,0.9,0.98,4.52,194.033,11.5352
Kepler-630 b,161.4743937,,5829,1.04,1.02,4.42,839.784,13.8518
Kepler-631 b,17.97979059,,6185,1.33,1.24,4.28,761.966,13.493
Kepler-632 b,30.99660733,,5322,0.84,0.91,4.55,,
Kepler-633 b,8.50340718,,5899,1.15,1.02,4.32,680.54,
Kepler-633 c,23.78319931,,5877,1.26,1,4.23,680.54,
Kepler-634 b,5.16950177,,6075,1.24,1.03,4.26,888.027,13.4921
Kepler-635 b,23.44971004,,6174,1.51,1.33,4.2,1141.08,13.2638
Kepler-636 b,16.08066115,,5203,0.8,0.85,4.56,310.301,
Kepler-637 b,23.20584623,,6096,2.56,1.64,3.84,786.091,13.3288
Kepler-638 b,6.07972888,,5382,0.93,0.88,4.43,991.214,13.5186
Kepler-639 b,10.21420496,,5896,1.29,1.14,4.27,850.242,13.2686
Kepler-640 b,22.24813967,,5653,0.94,1.01,4.5,557.787,13.687
Kepler-641 b,9.48961571,,5713,1.13,1.02,4.33,969.918,13.7625
Kepler-642 b,4.41745855,,6570,1.66,1.4,4.14,781.582,13.2945
Kepler-643 b,16.33889626,,4908,2.52,1,3.64,1063.58,13.7694
Kepler-644 b,3.1739171,,6747,1.81,1.49,4.09,1318.05,13.9601
Kepler-645 b,3.27582262,,6170,1.21,1.13,4.33,1173.57,14.0305
Kepler-646 b,15.87364565,,5634,0.91,0.93,4.49,451.794,13.7654
Kepler-647 b,16.2254649,,6020,1.07,1.03,4.39,1087.87,13.9345
Kepler-647 c,29.6663,,5906.74,1.55,1.07,4.09,1087.87,13.9345
Kepler-648 b,17.4211749,,5741,0.98,1.05,4.48,636.03,13.9145
Kepler-649 b,29.90722674,,5871,0.94,0.97,4.48,513.748,13.3936
Kepler-65 b,2.15491,,6211,1.41,1.25,4.23,303.728,10.9656
Kepler-65 c,5.859944,,6211,1.41,1.25,4.23,303.728,10.9656
Kepler-65 d,8.13123,,6211,1.41,1.25,4.23,303.728,10.9656
Kepler-65 e,258.8,260,,1.44,1.25,,303.728,10.9656
Kepler-650 b,3.03214559,,5849,1.35,1.08,4.21,884.378,14.1242
Kepler-651 b,21.38521506,,5522,0.87,0.92,4.53,509.408,13.9621
Kepler-652 b,4.18200253,,5490,0.88,0.97,4.54,394.55,13.4353
Kepler-653 b,14.70748976,,5665,1.19,1.02,4.29,595.634,13.3461
Kepler-653 c,0.90037648,,5665,1.19,1.02,4.29,595.634,13.3461
Kepler-654 b,13.72465129,,5865,1.11,1.04,4.36,974.124,13.6614
Kepler-655 b,46.4063358,,6170,1.24,1.15,4.31,752.562,13.4641
Kepler-656 b,1.26025909,,5281,0.82,0.86,4.56,890.352,15.337
Kepler-656 c,5.25449393,,5550,0.95,1.05,4.5,890.352,15.337
Kepler-657 b,24.54350418,,5808,1.01,1.01,4.44,1691.88,15.319
Kepler-658 b,1.28707676,,4103,0.6,0.63,4.68,388.384,15.491
Kepler-659 b,17.671796,,4870,0.74,0.79,4.6,722.64,15.5655
Kepler-66 b,17.815815,,5962,0.97,1.04,4.48,1202.96,15.1474
Kepler-660 b,9.27358194,,4779,0.71,0.75,4.61,568.431,15.2644
Kepler-661 b,6.02930132,,4483,0.67,0.7,4.64,534.788,15.8003
Kepler-662 b,21.67697486,,4897,0.74,0.79,4.6,815.637,15.3741
Kepler-663 b,4.99678284,,5264,0.82,0.86,4.55,1063.09,15.8686
Kepler-664 b,2.52559332,,5754,1.02,1.01,4.43,1210.12,15.499
Kepler-665 b,16.01310205,,4913,0.74,0.79,4.6,612.838,15.4019
Kepler-666 b,4.49876092,,5887,1.05,1.03,4.41,1508.71,15.3405
Kepler-667 b,41.43962808,,5327,0.87,0.91,4.53,2302.45,15.3616
Kepler-668 b,8.35390639,,5352,0.82,0.87,4.55,784.618,15.2931
Kepler-669 b,4.12554687,,6038,1.2,1.15,4.34,2063.41,15.4817
Kepler-67 b,15.7259,,5331,0.78,0.86,4.59,1131.19,16.1723
Kepler-670 b,2.81650485,,5709,0.99,0.99,4.44,939.744,15.0268
Kepler-671 b,4.28095859,,5624,0.95,0.97,4.47,1168.26,15.3578
Kepler-672 b,38.3774623,,5627,0.92,0.95,4.5,1033.93,15.1312
Kepler-673 b,3.72873109,,5355,0.84,0.88,4.54,918.21,15.5056
Kepler-674 b,2.24338185,,4192,0.57,0.6,4.69,342.254,15.1272
Kepler-675 b,2.33743801,,4945,0.75,0.79,4.6,665.68,15.3356
Kepler-676 b,11.59822172,,3701,0.49,0.51,4.77,295.196,15.8791
Kepler-677 b,6.57531678,,5723,0.99,1,4.45,1954.08,15.297
Kepler-678 b,7.27503724,,5520,0.91,0.94,4.5,1826.15,15.0614
Kepler-679 b,12.39358604,,5403,0.84,0.87,4.54,922.244,15.5291
Kepler-68 b,5.39875259,8.03,5847,1.26,1.06,,144.166,9.93355
Kepler-68 c,9.605027,1.3,5847,1.26,1.06,,144.166,9.93355
Kepler-68 d,632.62,238.05348,5847,1.26,1.06,,144.166,9.93355
Kepler-68 e,3455,86.44933,5847,1.26,1.06,,144.166,9.93355
Kepler-680 b,3.68992629,,5890,1.11,1.08,4.38,1492.48,15.2152
Kepler-681 b,26.39435646,,5021,0.76,0.8,4.58,686.923,15.2271
Kepler-682 b,12.61190667,,5559,0.89,0.92,4.51,1979.25,15.1172
Kepler-683 b,2.53918318,,5703,0.95,0.96,4.47,1023.07,15.0008
Kepler-684 b,6.77030201,,5493,0.86,0.89,4.53,1731.27,15.5793
Kepler-685 b,1.6255222,,5963,1.16,1.11,4.36,938.715,15.0191
Kepler-686 b,1.59474546,,5649,0.92,0.94,4.49,1490.94,15.5242
Kepler-687 b,20.50586978,,4841,0.73,0.77,4.6,633.66,15.3943
Kepler-688 b,3.89593684,,5715,0.96,0.98,4.47,1357.75,15.7323
Kepler-689 b,22.36656079,,5518,0.88,0.91,4.51,1131.73,15.592
Kepler-69 b,13.722341,,5638,0.93,0.81,4.4,730.625,13.712
Kepler-69 c,242.4613,,5638,0.93,0.81,4.4,730.625,13.712
Kepler-690 b,7.74809437,,5913,1.16,1.11,4.35,1665.31,15.6723
Kepler-691 b,8.114379,,3715,0.5,0.53,4.76,279.115,15.8385
Kepler-692 b,21.81293494,,5440,0.86,0.9,4.53,991.336,15.5495
Kepler-693 b,15.37563332,,4881,0.72,0.76,4.61,1151.51,16.414
Kepler-694 b,6.36584161,,5700,0.95,0.97,4.47,1023.06,15.0857
Kepler-695 b,3.04033042,,5181,0.8,0.84,4.57,842.947,15.1132
